topic	sentence0내일 반품할 노트북이 삼성인지 엘지인지 알려주세요0내일 삼성노트북을 반품할거에요 엘지노트북을 반품할거에요0내일 삼성노트북이랑 엘지노트북 중에 어떤 노트북을 반품하는거에요0혹시 내일 반품할 노트북이 삼성과 엘지 중에 무엇인지 아시나요0내일 노트북 반품이 삼성노트북인지 엘지노트북인지 확인부탁드립니다�립니다
0	야 자동차 할부 말인데 십개월인거냐 아님 이십사개월인거냐
0	반려동물 장난감이 초록색인지 노란색인지 궁금합니다
0	반려 동물 장난감 말이에요 색깔이 초록색인가요 노란색인가요
0	초록색인 반려동물 장난감인가요 노란색인 반려 동물 장난감인가요
0	반려동물 장난감이 초록색인가요 노란색인가요
0	반려동물 장난감이 초록색인지 노란색인지 확인 부탁드립니다
0	저기 반려동물 장난감이 초록색인거야 아님 노란색인거야
0	야 반려 동물 장난감 말이야 색깔이 초록색이니 아님 노란색이니
0	야 초록색 반려동물 장난감인거야 아님 노란색 반려동물 장난감인거야
0	야 반려동물 장난감 말이야 초록색이야 아님 노란색이야
0	저기 반려동물 장난감 말이야 초록색인지 노란색인지 확인 좀 해줘
0	재고에 남아있는 티셔츠가 초록색인지 검정색인지 알려주세요
0	초록색인가요 검정색인가요 재고에 남아있는 티셔츠가
0	초록색 티셔츠가 재고에 남아있나요 검정색 티셔츠가 재고에 남아있나요
0	지금 재고로 남아있는 티셔츠 말이에요 초록색입니까 검정색입니까
0	재고에 남아있는 티셔츠가 초록색인지 검정색인지 알려주십시오
0	지금 남은 티셔츠가 초록색인지 검정색인지 알려줘봐
0	초록색이냐 검정색이냐 지금 남아있는 티셔츠가
0	저기 초록색 티셔츠가 남아있냐 검정색 티셔츠가 남아있냐
0	지금 남아있는 티셔츠 말이야 초록색이야 검정색이야
0	남아있는 티셔츠가 초록색인지 검정색인지 좀 알려줘봐
0	반품을 선불로 하시겠어요 후불로 하시겠어요
0	반품은 선불과 후불 중 어떻게 해드릴까요
0	선불로 반품할수도 있고 후불로도 반품할 수 있는데 어떻게 반품하시겠습니까
0	선불로 반품해드릴까요 후불로 반품해드릴까요
0	반품을 선불로 합니까 후불로 합니까
0	반품할때 선불할거야 후불할거야
0	반품할거면 선불이랑 후불 중에 어떤거 해줄까
0	선불반품 후불반품 있는데 뭘로 할래
0	선불로 반품해줄까 후불로 해줄까
0	반품할거면 선불로할거냐 아님 후불로 할거냐
0	올리브영과 아리따움 중에 바디워시 묶음으로 판매하는 것은 어디인지 아십니까
0	바디워시 묶음으로 판매하는 곳은 어디인가요 올리브영과 아리따움 중에
0	올리브영이 바디워시를 묶음으로 판매합니까 아리따움이 바디워시를 묶음으로 판매합니까
0	바디워시를 묶음으로 판매하는 곳은 올리브영인가요 아리따움인가요
0	올리브영과 아리따움 중에 바디워시를 묶음으로 판매하는 곳을 알고싶네요
0	올리브영과 아리따움 중에 바디워시 묶어서 파는 곳이 어디냐
0	바디워시 묶어서 파는 데가 어디냐 올리브영과 아리따움 중에
0	저기 올리브영이 바디워시 묶음으로 파니 아리따움이 묶음으로 파니
0	바디워시 묶음으로 파는 곳이 올리브영이냐 아리따움이냐
0	올리브영과 아리따움 중에 바디워시 묶음으로 파는 곳 좀 알고 있니
0	일시불이세요 할부세요
0	일시불로 결제해드릴까요 할부로 결제해드릴까요
0	결제 일시불로 할까요 할부로 할까요
0	카드 일시불 결제세요 할부해드릴까요
0	결제를 일시불과 할부 중 어떻게 하실건가요
0	야 일시불로 할거야 할부로 할거야
0	일시불로 할거니 할부로 살거니
0	살거면 일시불로 할거냐 할부로 할거냐
0	카드 일시불로 하는거니 아님 할부로 하는거니
0	살때 일시불이랑 할부 중에 어떤걸로 할거냐
0	주문한 피자가 직접 수령인지 배달인지 아세요
0	피자를 주문했는데요 직접 수령해야됩니까 아니면 배달됩니까
0	주문한 피자요 가지러 가야되나요 아니면 배달되나요
0	피자 매장가서 받아야되나요 아니면 배달되나요
0	피자 주문했는데요 제가 직접 수령한다고 했는지 배달받는다고 했는지 기억이 안 나는데 뭘로 했나요
0	저기 주문했던 피자가 직접 수령인건지 배달인건지 알고 잇니
0	야 피자 주문했는데 말이야 직접 수령해야되냐 아님 배달로 받을 수 있냐
0	저기 주문했던 피자 말이야 가지러 가야되냐 아님 배달도 되냐
0	야 피자 매장가서 받아와야하냐 아님 배달도 되는거냐
0	야 피자 주문했는데 말이야 내가 직접 수령한다고 했는지 배달받는다고 했는지 기억이 안나는데 뭘로 했냐
0	스타벅스랑 이디야 중에 라떼가 더 맛있는 곳은 어디인가요
0	라떼가 더 맛있는 곳이 어딥니까 스타벅스랑 이디야 중에
0	라떼맛이 더 좋은 곳은 어디인가요 스타벅스랑 이디야 중에
0	스타벅스 라떼가 더 맛있나요 이디야 라떼가 더 맛있나요
0	스타벅스랑 이디야 중에 라떼맛이 더 좋은 곳 좀 알아봐주시겠어요
0	야 스타벅스랑 이디야 중에서 라떼가 더 맛있는 곳은 어디야
0	얘 라떼가 더 맛있는 곳이 어디니 스타벅스랑 이디야 중에 말이야
0	저기 라떼맛이 더 좋은 곳은 어디니 스타벅스랑 이디야 중에
0	스타벅스 라떼가 더 맛있어 아님 이디야 라떼가 더 맛있어
0	스타벅스랑 이디야 중에 라떼맛이 더 좋은 곳 좀 알려봐줄래
0	연관 검색어로 나오는 사은품이 음식인지 잡화인지 확인 부탁드립니다
0	음식인가요 잡화인가요 연관 검색어로 나오는 사은품이
0	음식이 연관 검색어의 사은품으로 나오나요 잡화가 연관 검색어의 사은품으로 나오나요
0	연관 검색어로 나오는 사은품 있잖아요 음식인가요 잡화인가요
0	연관 검색어로 나오는 사은품이 음식인지 잡화인지 궁금합니다
0	저기 연관 검색어로 나오는 사은품이 음식이냐 잡화냐 확인해봐
0	저기 음식이랑 잡화 중에 연관 검색어로 나오는 사은품이 뭐야
0	야 음식이 연관검색어에 사은품으로 나와 아님 잡화가 나와
0	연관 검색으로 나오는 사은품 그거 음식이냐 잡화냐
0	야 연관 검색어로 같이 나오는 사은품이 음식이냐 잡화냐
0	에어비엔비에서 해외 계좌 입금이랑 카드 결제 중에 가능한 것이 무엇인지 확인해주세요
0	에어비엔비에서 해외 계좌 입금을 할 수 있는지 카드결제를 할 수 있는지 확인해주세요
0	에어비엔비에서 해외 계좌 입금을 할 수 있나요 카드 결제를 할 수 있나요
0	해외 계좌 입금 혹은 카드 결제 중에 에어비엔비에서 할 수 있는 방법이 무엇인지 확인부탁드립니다
0	에어비엔비 결제 방법이 해외 계좌 입금과 카드 결제 중 어떤 건지 알려주세요
0	에어비엔비에서 해외 계좌 입금이랑 카드 결제 중에 할 수 있는게 뭔지 확인해봐
0	에어비앤비에서 해외 계좌 입금을 할 수 있는지 카드결제를 할 수 있는지 확인해봐
0	야 그 에어비엔비에 입금하는거 그 해외 계좌에서 가능한 건지 카드로 되는지 좀 알아봐
0	저기 그 해외 계좌로 입금해야하니 아님 카드로 결제해야하니 에어비엔비에서는
0	있잖아 그 에어비엔비 말인데 결제 방법이 해외 계좌로 입금하는거냐 아님 카드로 결제하는거냐
0	쿠팡이츠 적립금으로 치킨을 주문할지 족발을 주문할지 알려주세요
0	쿠팡이츠 적립금 있는데 치킨 주문할까요 족발 주문할까요
0	치킨과 족발 중에 어느 것을 쿠팡이츠 적립금으로 주문하시겠어요
0	치킨을 쿠팡이츠 적립금으로 주문할겁니까 아니면 족발을 쿠팡이츠 적립금으로 주문할겁니까
0	쿠팡이츠 적립금을 치킨과 족발 중에 어떤 것 주문할 때 쓰시겠어요
0	쿠팡이츠 적립금으로 말이야 치킨 주문할거야 아님 족발 주문할거야 알려줘
0	야 쿠팡이츠 적립금 있는데 치킨 주문할까 족발 주문할까
0	저기 치킨이랑 족발 중에 어떤거 쿠팡이츠 적립금으로 주문하고싶냐
0	야 치킨을 쿠팡이츠 적립금으로 살래 아님 족발을 적립금으로 살래
0	야 쿠팡이츠 적립금 말이야 치킨이랑 족발 중에 어떤거 살때 쓸래
0	자동차 렌트비가 할부인지 일시불인지 확인 부탁드립니다
0	할부인가요 일시불인가요 자동차 렌트비가
0	할부가 자동차 렌트비인가요 일시불이 자동차 렌트비인가요
0	자동차 렌트비가 할부인가요 일시불인가요
0	자동차 렌트비가 할부인지 일시불인지 궁금합니다
0	야 자동차 렌트비가 할부인지 일시불인지 확인 좀 해줄래
0	야 할부야 아님 일시불이야 그 자동차 렌트비 말이야
0	저기 할부가 자동차 렌트비야 아님 일시불이 자동차 렌트비야
0	야 자동차 렌트비가 할부인거야 아님 일시불인거야
0	야 자동차 렌트비 말이야 할부인거니 아님 일시불인거니 좀 알려줄래
0	반품해야할 반려동물 장난감이 초록색인지 노란색인지 궁금합니다
0	초록색인가요 노란색인가요 반품해야할 반려동물 장난감이
0	초록색인 반려동물 장난감을 반품하나요 노란색의 반려동물 장난감을 반품하나요
0	반품해야할 반려동물 장난감이 초록색인가요 노란색인가요
0	반품해야할 반려동물 장난감이 초록색인지 노란색인지 확인 부탁드립니다
0	야 반품해야될 반려동물 장난감 말이야 초록색이야 아님 노란색이야
0	야 초록색이야 아님 노란색이야 반품할 반려동물 장난감 말이야
0	야 초록색 반려동물 장난감 반품할거냐 아님 노란색인거 반품할거냐
0	야 이거 반품할 반려동물 장난감 말이야 초록색이야 아님 노란색이야
0	야 반품하려고 하는 그 반려동물 장난감 있잖아 초록색인지 노란색인지 좀 알아봐
0	묶음으로 판매하는 비타민이 여성용인지 남성용인지 확인 부탁드립니다
0	여성용인가요 남성용인가요 묶음으로 판매하는 비타민이
0	비타민 묶음으로 판매하고 있던데 그거 여성용이에요 남성용이에요
0	묶음 판매하고 있는 비타민 말이에요 여성용 남성용 중에 어떤건가요
0	비타민 묶음으로 판매하는 것 여성용 비타민입니까 남성용 비티민입니까
0	야 묶음으로 파는 비타민 말인데 여성용인지 남성용인지 좀 알려줄래
0	야 여성용인거니 남성용인거니 묶음으로 파는 비타민 말이야
0	저기 비타민 묶음으로 팔고있던데 그거 여성용이냐 아님 남성용이냐
0	저기 묶음 판매하는 그 비타민 말인데 여성용이랑 남성용 중에 어떤거야
0	야 비타민 묶음으로 파는 거 말인데 여성용 비타민이니 아님 남성용 비타민이니
0	마켓컬리와 지마켓 중에 계란 당일배송이 가능한 곳은 어디인가요
0	계란 당일배송이 가능한 곳을 알려주세요 마켓컬리와 지마켓 중에
0	마켓컬리가 계란 당일배송이 가능한가요 지마켓이 계란 당일배송이 가능한가요
0	계란 당일배송이 가능한 곳은 마켓컬리인가요 지마켓인가요
0	마켓컬리와 지마켓 중에 계란 당일배송이 되는 곳을 알려주세요
0	마켓컬리와 지마켓 중에 계란 당일배송이 되는 곳이 어디냐
0	계란 당일배송 되는곳 좀 알려줘봐 마켓컬리랑 지마켓 중에
0	마켓컬리가 계란 당일배송이 되냐 지마켓이 되냐
0	계란 당일배송이 되는 곳이 마켓컬리냐 지마켓이냐
0	마켓컬리랑 지마켓 중에 계란 당일배송 되는 곳 좀 알려줘
0	넷플리스랑 왓챠 중에 어벤저스 영화가 있는 곳 좀 알려주세요
0	어벤저스 영화를 넷플릭스나 왓챠 중 어디에서 볼 수 있는지 확인 좀 해주시겠어요
0	어벤저스 영화가 넷플릭스에 있나요 왓챠에 있나요
0	넷플릭스에 어벤저스 영화가 있나요 왓챠에 어벤저스 영화가 있나요
0	어벤저스 영화를 볼 수 있는 곳이 어디죠 넷플릭스랑 왓챠 중에요
0	야 넷플릭스랑 왓챠 중에 어벤져스 영화 있는 곳이 어디야
0	저기 어벤져스 영화를 넷플릭스나 왓챠 중에 어디에서 볼 수 있는지 확인 좀 해줄래
0	아 어벤저스 영화가 넷플릭스에 있던가 왓챠에 있던가
0	넷플릭스에 어벤져스 영화가 있냐 아님 왓챠에 어벤져스 영화가 있냐
0	어벤저스 영화 볼 수 있는데가 어디냐 넷플릭스랑 왓챠 중에
0	쿠팡과 티몬 중에 쿠폰을 많이 주는 곳은 어디인가요
0	쿠폰지급이 더 많은 곳을 알려주세요 쿠팡과 티몬 중에
0	쿠팡과 티몬 중에 어디서 쿠폰을 더 많이 받을 수 있나요
0	쿠팡과 티몬 중에 쿠폰을 더 많이 받을 수 있는 곳이 어디인지 알려주세요
0	쿠폰을 더 많이 받을 수 있는 곳이 쿠팡인가요 티몬인가요
0	야 쿠팡이랑 티몬 중에 쿠폰 많이 주는곳이 어디야
0	쿠폰지급이 더 많은 곳 알려줄래 쿠팡이랑 티몬 중에
0	쿠팡이랑 티몬 중에 어디서 쿠폰을 더 많이 받을 수 있을까
0	쿠폰이랑 티몬 중에 쿠폰을 더 많이 받을 수 있는 곳이 어디인지 알려줄래
0	쿠폰 더 많이 받을 수 있는 곳이 쿠팡이었나 아님 티몬이었나
0	피자 배달팁이 이천원인지 삼천원인지 알려주세요
0	이천원인가요 삼천원인가요 피자 배달팁이
0	이천원이 피자 배달팁인가요 삼천원이 피자 배달팁인가요
0	피자 배달팁이 이천원인가요 삼천원인가요
0	피자 배달팁이 이천원인지 삼천원인지 궁금합니다
